time	V(N003,N006)	V(N018,N020)	I(D12)
3.183184283463386e-004	6.867031e-001	1.683495e+002	-1.448052e-003
3.183284283463385e-004	6.934010e-001	1.700186e+002	-1.434336e-003
3.183384283463385e-004	7.000258e-001	1.716765e+002	-1.420532e-003
3.183484283463384e-004	7.065773e-001	1.733233e+002	-1.406641e-003
3.183784283463382e-004	7.257805e-001	1.781891e+002	-1.364452e-003
3.184084283463381e-004	7.442894e-001	1.829412e+002	-1.321491e-003
3.184184283463380e-004	7.503052e-001	1.844988e+002	-1.307001e-003
3.184284283463379e-004	7.562370e-001	1.860429e+002	-1.292426e-003
3.184384283463379e-004	7.620926e-001	1.875732e+002	-1.277767e-003
3.184484283463378e-004	7.678642e-001	1.890895e+002	-1.263024e-003
3.184784283463376e-004	7.846909e-001	1.935521e+002	-1.218294e-003
3.185084283463375e-004	8.007736e-001	1.978806e+002	-1.172820e-003
3.185384283463373e-004	8.160934e-001	2.020690e+002	-1.126608e-003
3.185684283463371e-004	8.306427e-001	2.061115e+002	-1.079668e-003
3.185884283463370e-004	8.399010e-001	2.087227e+002	-1.047974e-003
3.185984283463369e-004	8.443985e-001	2.100025e+002	-1.032008e-003
3.186084283463369e-004	8.488083e-001	2.112648e+002	-1.015963e-003
3.186184283463368e-004	8.531227e-001	2.125094e+002	-9.998388e-004
3.186384283463367e-004	8.614922e-001	2.149448e+002	-9.673554e-004
3.186484283463366e-004	8.655396e-001	2.161352e+002	-9.509968e-004
3.186584283463366e-004	8.694954e-001	2.173070e+002	-9.345606e-004
3.186684283463365e-004	8.733597e-001	2.184602e+002	-9.180469e-004
3.186784283463365e-004	8.771286e-001	2.195945e+002	-9.014564e-004
3.186884283463364e-004	8.808060e-001	2.207098e+002	-8.847892e-004
3.187084283463363e-004	8.878937e-001	2.228822e+002	-8.512262e-004
3.187284283463362e-004	8.946018e-001	2.249760e+002	-8.173601e-004
3.187484283463360e-004	9.009342e-001	2.269896e+002	-7.831934e-004
3.187584283463360e-004	9.039593e-001	2.279659e+002	-7.659980e-004
3.187684283463359e-004	9.068871e-001	2.289217e+002	-7.487286e-004
3.187884283463358e-004	9.124584e-001	2.307706e+002	-7.139680e-004
3.188084283463357e-004	9.176464e-001	2.325350e+002	-6.789140e-004
3.188184283463356e-004	9.200974e-001	2.333851e+002	-6.612777e-004
3.188284283463356e-004	9.224510e-001	2.342136e+002	-6.435689e-004
3.188384283463355e-004	9.247074e-001	2.350202e+002	-6.257880e-004
3.188484283463355e-004	9.268665e-001	2.358048e+002	-6.079352e-004
3.188584283463354e-004	9.289303e-001	2.365673e+002	-5.900108e-004
3.188684283463353e-004	9.308949e-001	2.373075e+002	-5.720151e-004
3.188784283463353e-004	9.327621e-001	2.380251e+002	-5.539484e-004
3.188984283463352e-004	9.362049e-001	2.393924e+002	-5.176030e-004
3.189184283463350e-004	9.392548e-001	2.406678e+002	-4.809769e-004
3.189384283463349e-004	9.419107e-001	2.418502e+002	-4.440722e-004
3.189484283463349e-004	9.430914e-001	2.424061e+002	-4.255160e-004
3.189784283463347e-004	9.460421e-001	2.439308e+002	-3.694359e-004
3.190084283463345e-004	9.481025e-001	2.452379e+002	-3.127436e-004
3.190384283463343e-004	9.492726e-001	2.463234e+002	-2.554464e-004
3.190684283463341e-004	9.495523e-001	2.471831e+002	-1.975520e-004
3.190884283463340e-004	9.492441e-001	2.476282e+002	-1.586289e-004
3.191184283463338e-004	9.480407e-001	2.480987e+002	-9.976830e-005
3.191384283463337e-004	9.467454e-001	2.482741e+002	-6.024403e-005
3.191584283463336e-004	9.450569e-001	2.483017e+002	-2.072087e-005
3.191684283463336e-004	9.440866e-001	2.481629e+002	-1.105815e-006
3.191696783463335e-004	9.439583e-001	2.480490e+002	2.469774e-006
3.191697174088335e-004	9.439325e-001	2.396230e+002	2.181609e-004
3.191697955338335e-004	9.438162e-001	1.971712e+002	1.298332e-003
3.191697966267568e-004	9.438143e-001	1.960846e+002	1.319634e-003
3.191697988126031e-004	9.438090e-001	1.931088e+002	1.368157e-003
3.191698031842960e-004	9.437990e-001	1.872380e+002	1.463029e-003
3.191698069121827e-004	9.437904e-001	1.826865e+002	1.541599e-003
3.191698069873446e-004	9.437909e-001	1.826228e+002	1.543168e-003
3.191698071376686e-004	9.437900e-001	1.825427e+002	1.546339e-003
3.191698074383163e-004	9.437895e-001	1.823869e+002	1.552741e-003
3.191698080396118e-004	9.437881e-001	1.820731e+002	1.565568e-003
3.191698092422028e-004	9.437852e-001	1.814355e+002	1.591091e-003
3.191698116473847e-004	9.437799e-001	1.801223e+002	1.641747e-003
3.191698164577489e-004	9.437695e-001	1.773456e+002	1.741562e-003
3.191698260784769e-004	9.437494e-001	1.712112e+002	1.934607e-003
3.191698453199330e-004	9.437118e-001	1.568047e+002	2.289831e-003
3.191698838028452e-004	9.436431e-001	1.241203e+002	2.937727e-003
3.191698847847247e-004	9.436412e-001	1.232037e+002	2.952721e-003
3.191698867484837e-004	9.436383e-001	1.213155e+002	2.980548e-003
3.191698872394234e-004	9.436378e-001	1.210184e+002	2.987479e-003
3.191698882213029e-004	9.436364e-001	1.208797e+002	3.001326e-003
3.191698894398271e-004	9.436345e-001	1.208758e+002	3.018522e-003
3.191698908260471e-004	9.436321e-001	1.208749e+002	3.038089e-003
3.191698935984867e-004	9.436278e-001	1.208716e+002	3.077223e-003
3.191698987511709e-004	9.436202e-001	1.208683e+002	3.149951e-003
3.191699070745622e-004	9.436073e-001	1.208622e+002	3.267431e-003
3.191699237213449e-004	9.435821e-001	1.208507e+002	3.502371e-003
3.191699535009238e-004	9.435372e-001	1.208290e+002	3.922592e-003
3.191700130600818e-004	9.434471e-001	1.207823e+002	4.762755e-003
3.191701321783975e-004	9.432664e-001	1.206683e+002	6.441712e-003
3.191703704150291e-004	9.429059e-001	1.203554e+002	9.791870e-003
3.191708468882923e-004	9.422879e-001	1.195103e+002	1.546225e-002
3.191711994057181e-004	9.425454e-001	1.188998e+002	1.251099e-002
3.191714166202947e-004	9.432993e-001	1.187223e+002	4.746988e-003
3.191716271877022e-004	9.437504e-001	1.187043e+002	1.080868e-005
3.191716701824994e-004	9.437456e-001	1.187034e+002	1.228080e-005
3.191717042799994e-004	9.437418e-001	1.187027e+002	1.217102e-005
3.191717382688404e-004	9.437380e-001	1.187019e+002	1.161627e-005
3.191718062465227e-004	9.437304e-001	1.187002e+002	1.298828e-005
3.191719260308245e-004	9.437180e-001	1.186975e+002	1.316296e-005
3.191720753169059e-004	9.437017e-001	1.186943e+002	1.401705e-005
3.191722810627225e-004	9.436798e-001	1.186901e+002	1.475949e-005
3.191725906633188e-004	9.436460e-001	1.186846e+002	1.621528e-005
3.191732098645113e-004	9.435787e-001	1.186752e+002	1.839960e-005
3.191744482668962e-004	9.434419e-001	1.186606e+002	2.209258e-005
3.191769250716662e-004	9.431643e-001	1.186395e+002	2.613743e-005
3.191818786812061e-004	9.425864e-001	1.186097e+002	2.903041e-005
3.191917859002860e-004	9.413643e-001	1.185612e+002	3.101255e-005
3.192017859002859e-004	9.400454e-001	1.185125e+002	3.517899e-005
3.192117859002858e-004	9.386292e-001	1.184574e+002	4.277111e-005
3.192217859002858e-004	9.371138e-001	1.183929e+002	5.208238e-005
3.192317859002857e-004	9.355021e-001	1.183177e+002	6.192763e-005
3.192417859002857e-004	9.337931e-001	1.182309e+002	7.181434e-005
3.192517859002856e-004	9.319878e-001	1.181321e+002	8.179824e-005
3.192617859002855e-004	9.300852e-001	1.180211e+002	9.185617e-005
3.192817859002854e-004	9.259892e-001	1.177612e+002	1.121497e-004
3.193017859002853e-004	9.215088e-001	1.174499e+002	1.326812e-004
3.193417859002851e-004	9.113960e-001	1.166689e+002	1.747625e-004
3.193517859002850e-004	9.086304e-001	1.164401e+002	1.853939e-004
3.193717859002849e-004	9.028149e-001	1.159416e+002	2.067540e-004
3.193817859002848e-004	8.997650e-001	1.156718e+002	2.175244e-004
3.194017859002847e-004	8.933868e-001	1.150906e+002	2.392166e-004
3.194117859002847e-004	8.900566e-001	1.147791e+002	2.501401e-004
3.194217859002846e-004	8.866348e-001	1.144536e+002	2.611183e-004
3.194417859002845e-004	8.795128e-001	1.137603e+002	2.832325e-004
3.194517859002844e-004	8.758125e-001	1.133925e+002	2.943680e-004
3.194617859002844e-004	8.720226e-001	1.130104e+002	3.055537e-004
3.194717859002843e-004	8.681412e-001	1.126140e+002	3.167927e-004
3.194817859002842e-004	8.641701e-001	1.122034e+002	3.278022e-004
3.194917859002842e-004	8.601074e-001	1.117783e+002	3.389934e-004
3.195017859002841e-004	8.559532e-001	1.113389e+002	3.504021e-004
3.195217859002840e-004	8.473816e-001	1.104167e+002	3.733541e-004
3.195517859002838e-004	8.338623e-001	1.089244e+002	4.080757e-004
3.195717859002837e-004	8.244095e-001	1.078565e+002	4.314618e-004
3.195817859002836e-004	8.195534e-001	1.073006e+002	4.432212e-004
3.196017859002835e-004	8.095894e-001	1.061447e+002	4.668582e-004
3.196117859002835e-004	8.044777e-001	1.055447e+002	4.787380e-004
3.196217859002834e-004	7.992859e-001	1.049299e+002	4.906665e-004
3.196317859002833e-004	7.940063e-001	1.043004e+002	5.026314e-004
3.196417859002833e-004	7.886429e-001	1.036561e+002	5.146337e-004
3.196517859002832e-004	7.831955e-001	1.029970e+002	5.266753e-004
3.196617859002832e-004	7.776756e-001	1.023232e+002	5.387608e-004
3.196717859002831e-004	7.720680e-001	1.016345e+002	5.508823e-004
3.196817859002831e-004	7.663765e-001	1.009310e+002	5.630399e-004
3.196917859002830e-004	7.606087e-001	1.002127e+002	5.752333e-004
3.197117859002829e-004	7.488327e-001	9.873173e+001	5.997246e-004
3.197217859002828e-004	7.428284e-001	9.796905e+001	6.120245e-004
3.197417859002827e-004	7.305870e-001	9.639926e+001	6.367288e-004
3.197517859002826e-004	7.243500e-001	9.559219e+001	6.491300e-004
3.197617859002826e-004	7.180367e-001	9.477036e+001	6.615591e-004
3.197717859002825e-004	7.116508e-001	9.393377e+001	6.740207e-004
3.198017859002823e-004	6.920395e-001	9.133563e+001	7.115948e-004
3.198117859002823e-004	6.853600e-001	9.044020e+001	7.241759e-004
3.198217859002822e-004	6.786041e-001	8.953012e+001	7.367820e-004
3.198417859002821e-004	6.648865e-001	8.766608e+001	7.624294e-004
3.198617859002820e-004	6.508827e-001	8.574377e+001	7.879829e-004
3.198817859002819e-004	6.366081e-001	8.376344e+001	8.130845e-004
3.199017859002817e-004	6.220703e-001	8.172541e+001	8.385330e-004
3.199217859002816e-004	6.072693e-001	7.963000e+001	8.642427e-004
3.199317859002816e-004	5.997772e-001	7.856090e+001	8.771045e-004
3.199417859002815e-004	5.922241e-001	7.747760e+001	8.903404e-004
3.199617859002814e-004	5.769196e-001	7.526862e+001	9.163234e-004
3.199717859002813e-004	5.691681e-001	7.414305e+001	9.292422e-004
3.199817859002813e-004	5.613708e-001	7.300349e+001	9.421937e-004
3.199917859002812e-004	5.535049e-001	7.185002e+001	9.551843e-004
3.200017859002812e-004	5.455856e-001	7.068268e+001	9.678060e-004
3.200117859002811e-004	5.376205e-001	6.950157e+001	9.806565e-004
3.200217859002810e-004	5.295868e-001	6.830672e+001	9.936846e-004
3.200317859002810e-004	5.214920e-001	6.709822e+001	1.006741e-003
3.200417859002809e-004	5.133514e-001	6.587614e+001	1.020127e-003
3.200517859002809e-004	5.051498e-001	6.464055e+001	1.033325e-003
3.200617859002808e-004	4.969025e-001	6.339151e+001	1.046394e-003
3.200717859002807e-004	4.886093e-001	6.212914e+001	1.059453e-003
3.200817859002807e-004	4.802475e-001	6.085345e+001	1.072185e-003
3.200917859002806e-004	4.718475e-001	5.956459e+001	1.085139e-003
3.201017859002806e-004	4.633942e-001	5.826262e+001	1.098248e-003
3.201117859002805e-004	4.548950e-001	5.694762e+001	1.111381e-003
3.201217859002804e-004	4.463425e-001	5.561967e+001	1.124503e-003
3.201317859002804e-004	4.377518e-001	5.427890e+001	1.137616e-003
3.201417859002803e-004	4.291077e-001	5.292535e+001	1.151097e-003
3.201517859002803e-004	4.204254e-001	5.155916e+001	1.164381e-003
3.201617859002802e-004	4.116974e-001	5.018039e+001	1.177518e-003
3.201817859002801e-004	3.940964e-001	4.738556e+001	1.203774e-003
3.201917859002800e-004	3.852463e-001	4.596970e+001	1.216928e-003
3.202117859002799e-004	3.674164e-001	4.310162e+001	1.243200e-003
3.202217859002798e-004	3.584366e-001	4.164963e+001	1.256332e-003
3.202317859002798e-004	3.494263e-001	4.018581e+001	1.269477e-003
3.202417859002797e-004	3.403778e-001	3.871027e+001	1.282250e-003
3.202517859002797e-004	3.312988e-001	3.722311e+001	1.295237e-003
3.202717859002795e-004	3.130188e-001	3.421448e+001	1.321525e-003
3.202917859002794e-004	2.946243e-001	3.116089e+001	1.347761e-003
3.203017859002794e-004	2.853775e-001	2.961754e+001	1.360874e-003
3.203117859002793e-004	2.761002e-001	2.806332e+001	1.373970e-003
3.203217859002793e-004	2.667847e-001	2.649837e+001	1.387426e-003
3.203317859002792e-004	2.574463e-001	2.492281e+001	1.400661e-003
3.203417859002791e-004	2.480927e-001	2.333678e+001	1.413741e-003
3.203517859002791e-004	2.387085e-001	2.174042e+001	1.426784e-003
3.203617859002790e-004	2.292938e-001	2.013383e+001	1.439457e-003
3.203717859002790e-004	2.198639e-001	1.851720e+001	1.452346e-003
3.203817859002789e-004	2.103958e-001	1.689066e+001	1.465742e-003
3.203917859002788e-004	2.009277e-001	1.525432e+001	1.478935e-003
3.204017859002788e-004	1.914215e-001	1.360835e+001	1.491561e-003
3.204117859002787e-004	1.819000e-001	1.195291e+001	1.504357e-003
3.204317859002786e-004	1.627960e-001	8.614120e+000	1.530837e-003
3.204517859002785e-004	1.436386e-001	5.239212e+000	1.556645e-003
3.204617859002784e-004	1.340332e-001	3.538605e+000	1.569153e-003
3.204717859002784e-004	1.244125e-001	1.829407e+000	1.581879e-003
3.204817859002783e-004	1.147842e-001	1.118164e-001	1.595115e-003
3.204917859002782e-004	1.051407e-001	-1.614029e+000	1.608129e-003
3.205017859002782e-004	9.548187e-002	-3.347961e+000	1.620558e-003
3.205117859002781e-004	8.582306e-002	-5.089813e+000	1.633156e-003
3.205217859002781e-004	7.614136e-002	-6.839417e+000	1.645921e-003
3.205317859002780e-004	6.647491e-002	-8.596603e+000	1.658683e-003
3.205417859002779e-004	5.678558e-002	-1.036122e+001	1.671781e-003
3.205517859002779e-004	4.709625e-002	-1.213307e+001	1.684618e-003
3.205617859002778e-004	3.739929e-002	-1.391199e+001	1.696887e-003
3.205717859002778e-004	2.770233e-002	-1.569778e+001	1.708928e-003
3.205817859002777e-004	1.799011e-002	-1.749031e+001	1.721492e-003
3.205917859002776e-004	8.285522e-003	-1.928935e+001	1.734064e-003
3.206117859002775e-004	-1.112366e-002	-2.290630e+001	1.759553e-003
3.206317859002774e-004	-3.052521e-002	-2.654719e+001	1.784853e-003
3.206517859002773e-004	-4.990387e-002	-3.021053e+001	1.809090e-003
3.206617859002772e-004	-5.959320e-002	-3.205014e+001	1.821421e-003
3.206717859002772e-004	-6.927490e-002	-3.389481e+001	1.833727e-003
3.206817859002771e-004	-7.894897e-002	-3.574433e+001	1.845979e-003
3.207017859002770e-004	-9.825897e-002	-3.945718e+001	1.870757e-003
3.207117859002769e-004	-1.078949e-001	-4.132011e+001	1.883057e-003
3.207317859002768e-004	-1.271515e-001	-4.505800e+001	1.906573e-003
3.207417859002768e-004	-1.367493e-001	-4.693256e+001	1.919006e-003
3.207617859002766e-004	-1.559143e-001	-5.069193e+001	1.942658e-003
3.207817859002765e-004	-1.750107e-001	-5.446356e+001	1.966567e-003
3.208017859002764e-004	-1.940231e-001	-5.824586e+001	1.990278e-003
3.208117859002763e-004	-2.035065e-001	-6.014047e+001	2.001912e-003
3.208317859002762e-004	-2.223969e-001	-6.393561e+001	2.025136e-003
3.208517859002761e-004	-2.411880e-001	-6.773721e+001	2.047468e-003
3.208717859002760e-004	-2.598724e-001	-7.154358e+001	2.070897e-003
3.208917859002759e-004	-2.784576e-001	-7.535297e+001	2.093402e-003
3.209217859002757e-004	-3.060913e-001	-8.106894e+001	2.126788e-003
3.209517859002755e-004	-3.334427e-001	-8.678191e+001	2.159595e-003
3.209817859002753e-004	-3.604584e-001	-9.248592e+001	2.191809e-003
3.210017859002752e-004	-3.782806e-001	-9.628060e+001	2.212946e-003
3.210217859002751e-004	-3.959503e-001	-1.000668e+002	2.233798e-003
3.210617859002749e-004	-4.307632e-001	-1.076065e+002	2.274610e-003
3.210717859002748e-004	-4.393539e-001	-1.094833e+002	2.284621e-003
3.210817859002747e-004	-4.478989e-001	-1.113563e+002	2.294047e-003
3.210917859002747e-004	-4.563980e-001	-1.132254e+002	2.303687e-003
3.211017859002746e-004	-4.648514e-001	-1.150903e+002	2.313460e-003
3.211217859002745e-004	-4.815903e-001	-1.188067e+002	2.333252e-003
3.211417859002744e-004	-4.981308e-001	-1.225036e+002	2.352382e-003
3.211517859002743e-004	-5.063221e-001	-1.243448e+002	2.361702e-003
3.211617859002743e-004	-5.144580e-001	-1.261798e+002	2.370925e-003
3.211717859002742e-004	-5.225385e-001	-1.280086e+002	2.380052e-003
3.211817859002741e-004	-5.305635e-001	-1.298313e+002	2.389082e-003
3.211917859002741e-004	-5.385331e-001	-1.316478e+002	2.398016e-003
3.212017859002740e-004	-5.464473e-001	-1.334582e+002	2.406854e-003
3.212117859002740e-004	-5.543060e-001	-1.352624e+002	2.415595e-003
3.212317859002738e-004	-5.698395e-001	-1.388486e+002	2.432745e-003
3.212517859002737e-004	-5.851288e-001	-1.424050e+002	2.449463e-003
3.212717859002736e-004	-6.001740e-001	-1.459298e+002	2.465730e-003
3.212817859002736e-004	-6.075974e-001	-1.476798e+002	2.473688e-003
3.212917859002735e-004	-6.149597e-001	-1.494212e+002	2.481525e-003
3.213017859002734e-004	-6.222534e-001	-1.511537e+002	2.489239e-003
3.213117859002734e-004	-6.294861e-001	-1.528772e+002	2.496829e-003
3.213217859002733e-004	-6.366501e-001	-1.545914e+002	2.504291e-003
3.213317859002733e-004	-6.437454e-001	-1.562961e+002	2.511622e-003
3.213417859002732e-004	-6.507721e-001	-1.579910e+002	2.518820e-003
3.213517859002731e-004	-6.577339e-001	-1.596759e+002	2.525880e-003
3.213617859002731e-004	-6.646194e-001	-1.613506e+002	2.532800e-003
3.213717859002730e-004	-6.714401e-001	-1.630148e+002	2.539576e-003
3.213817859002730e-004	-6.781845e-001	-1.646684e+002	2.546204e-003
3.213917859002729e-004	-6.848602e-001	-1.663110e+002	2.552679e-003
3.214017859002728e-004	-6.914635e-001	-1.679426e+002	2.559005e-003
3.214117859002728e-004	-6.979904e-001	-1.695627e+002	2.565170e-003
3.214217859002727e-004	-7.044487e-001	-1.711712e+002	2.571174e-003
3.214317859002727e-004	-7.108269e-001	-1.727680e+002	2.577007e-003
3.214417859002726e-004	-7.171326e-001	-1.743526e+002	2.582674e-003
3.214517859002725e-004	-7.233658e-001	-1.759250e+002	2.588161e-003
3.214617859002725e-004	-7.295189e-001	-1.774849e+002	2.593471e-003
3.214717859002724e-004	-7.355919e-001	-1.790321e+002	2.598590e-003
3.214817859002724e-004	-7.415924e-001	-1.805663e+002	2.603522e-003
3.214917859002723e-004	-7.475128e-001	-1.820873e+002	2.608254e-003
3.215017859002722e-004	-7.533531e-001	-1.835950e+002	2.612790e-003
3.215117859002722e-004	-7.591171e-001	-1.850890e+002	2.617110e-003
3.215217859002721e-004	-7.647934e-001	-1.865692e+002	2.621220e-003
3.215317859002721e-004	-7.703896e-001	-1.880353e+002	2.625103e-003
3.215417859002720e-004	-7.759094e-001	-1.894871e+002	2.628764e-003
3.215517859002719e-004	-7.813492e-001	-1.909245e+002	2.632182e-003
3.215617859002719e-004	-7.867012e-001	-1.923471e+002	2.635364e-003
3.215717859002718e-004	-7.919693e-001	-1.937548e+002	2.638287e-003
3.215817859002718e-004	-7.971535e-001	-1.951474e+002	2.640958e-003
3.215917859002717e-004	-8.022575e-001	-1.965246e+002	2.643349e-003
3.216017859002716e-004	-8.072777e-001	-1.978862e+002	2.645473e-003
3.216117859002716e-004	-8.122101e-001	-1.992320e+002	2.647297e-003
3.216217859002715e-004	-8.170509e-001	-2.005619e+002	2.648832e-003
3.216317859002715e-004	-8.218117e-001	-2.018755e+002	2.650045e-003
3.216417859002714e-004	-8.264809e-001	-2.031728e+002	2.650946e-003
3.216517859002714e-004	-8.310661e-001	-2.044534e+002	2.651496e-003
3.216617859002713e-004	-8.355637e-001	-2.057171e+002	2.651712e-003
3.216717859002712e-004	-8.399734e-001	-2.069639e+002	2.651546e-003
3.216817859002712e-004	-8.442917e-001	-2.081934e+002	2.651018e-003
3.216917859002711e-004	-8.485222e-001	-2.094055e+002	2.650080e-003
3.217017859002711e-004	-8.526611e-001	-2.105999e+002	2.648765e-003
3.217117859002710e-004	-8.567123e-001	-2.117765e+002	2.647008e-003
3.217217859002709e-004	-8.606644e-001	-2.129351e+002	2.644812e-003
3.217317859002709e-004	-8.645325e-001	-2.140754e+002	2.642059e-003
3.217417859002708e-004	-8.683090e-001	-2.151973e+002	2.638773e-003
3.217517859002708e-004	-8.719940e-001	-2.163006e+002	2.634875e-003
3.217617859002707e-004	-8.755875e-001	-2.173851e+002	2.630429e-003
3.217717859002706e-004	-8.790855e-001	-2.184505e+002	2.625328e-003
3.217817859002706e-004	-8.824940e-001	-2.194968e+002	2.619626e-003
3.217917859002705e-004	-8.858089e-001	-2.205237e+002	2.613186e-003
3.218017859002705e-004	-8.890285e-001	-2.215311e+002	2.606061e-003
3.218117859002704e-004	-8.921566e-001	-2.225186e+002	2.598101e-003
3.218217859002703e-004	-8.951912e-001	-2.234863e+002	2.589360e-003
3.218317859002703e-004	-8.981304e-001	-2.244338e+002	2.579676e-003
3.218417859002702e-004	-9.009781e-001	-2.253611e+002	2.569104e-003
3.218517859002702e-004	-9.037304e-001	-2.262679e+002	2.557469e-003
3.218617859002701e-004	-9.063873e-001	-2.271541e+002	2.544818e-003
3.218717859002700e-004	-9.089508e-001	-2.280194e+002	2.530965e-003
3.218817859002700e-004	-9.114189e-001	-2.288637e+002	2.515950e-003
3.218917859002699e-004	-9.137897e-001	-2.296869e+002	2.499574e-003
3.219017859002699e-004	-9.160671e-001	-2.304888e+002	2.481863e-003
3.219117859002698e-004	-9.182491e-001	-2.312691e+002	2.462603e-003
3.219217859002697e-004	-9.203339e-001	-2.320278e+002	2.441809e-003
3.219317859002697e-004	-9.223232e-001	-2.327647e+002	2.419244e-003
3.219417859002696e-004	-9.242153e-001	-2.334796e+002	2.394914e-003
3.219517859002696e-004	-9.260120e-001	-2.341724e+002	2.368552e-003
3.219617859002695e-004	-9.277096e-001	-2.348428e+002	2.340158e-003
3.219717859002695e-004	-9.293137e-001	-2.354908e+002	2.309423e-003
3.219817859002694e-004	-9.308186e-001	-2.361162e+002	2.276351e-003
3.219917859002693e-004	-9.322271e-001	-2.367188e+002	2.240579e-003
3.220017859002693e-004	-9.335375e-001	-2.372985e+002	2.202118e-003
3.220117859002692e-004	-9.347506e-001	-2.378551e+002	2.160547e-003
3.220217859002692e-004	-9.358654e-001	-2.383886e+002	2.115893e-003
3.220417859002690e-004	-9.378042e-001	-2.393851e+002	2.015925e-003
3.220617859002689e-004	-9.393506e-001	-2.402871e+002	1.900308e-003
3.220817859002688e-004	-9.405055e-001	-2.410933e+002	1.767077e-003
3.221017859002687e-004	-9.412675e-001	-2.418025e+002	1.608946e-003
3.221217859002686e-004	-9.416366e-001	-2.424134e+002	1.434552e-003
3.221417859002684e-004	-9.416129e-001	-2.429248e+002	1.237847e-003
3.221517859002684e-004	-9.414539e-001	-2.431426e+002	1.130795e-003
3.221617859002683e-004	-9.411967e-001	-2.433349e+002	1.018644e-003
3.221717859002683e-004	-9.408414e-001	-2.435014e+002	9.006357e-004
3.221817859002682e-004	-9.403881e-001	-2.436415e+002	7.780505e-004
3.221917859002681e-004	-9.398367e-001	-2.437548e+002	6.501806e-004
3.222017859002681e-004	-9.391873e-001	-2.438402e+002	5.185308e-004
3.222117859002680e-004	-9.384403e-001	-2.438955e+002	3.822478e-004
3.222217859002680e-004	-9.375954e-001	-2.439141e+002	2.420927e-004
3.222317859002679e-004	-9.367337e-001	-2.438956e+002	6.930231e-004
3.222330359002679e-004	-9.365864e-001	-2.438869e+002	4.223778e-004
3.222343625786822e-004	-9.364181e-001	-2.438707e+002	5.617196e-005
3.222353876799757e-004	-9.363132e-001	-2.438523e+002	4.008272e-005
3.222364407036889e-004	-9.362044e-001	-2.438177e+002	2.310301e-005
3.222375134818911e-004	-9.360929e-001	-2.437573e+002	5.318437e-006
3.222376055991938e-004	-9.360833e-001	-2.437444e+002	3.649658e-006
3.222377898337992e-004	-9.360638e-001	-2.436781e+002	-9.097332e-007
3.222379100553698e-004	-9.360332e-001	-2.402456e+002	-1.798299e-004
3.222379864670853e-004	-9.360013e-001	-2.302088e+002	-4.204137e-004
3.222380602112657e-004	-9.359846e-001	-2.129763e+002	-5.150740e-004
3.222381084783768e-004	-9.359822e-001	-2.008906e+002	-4.831007e-004
3.222381673973597e-004	-9.359779e-001	-1.873202e+002	-4.676745e-004
3.222382133091319e-004	-9.359708e-001	-1.775562e+002	-4.891967e-004
3.222382143643712e-004	-9.359703e-001	-1.773808e+002	-4.939005e-004
3.222382164748496e-004	-9.359684e-001	-1.771088e+002	-5.105475e-004
3.222382206958068e-004	-9.359651e-001	-1.765422e+002	-5.412833e-004
3.222382291377208e-004	-9.359584e-001	-1.753096e+002	-5.916668e-004
3.222382460215489e-004	-9.359498e-001	-1.725723e+002	-6.600869e-004
3.222382797892051e-004	-9.359398e-001	-1.665833e+002	-7.249407e-004
3.222383376462455e-004	-9.359326e-001	-1.559374e+002	-7.409496e-004
3.222384104907645e-004	-9.359288e-001	-1.430686e+002	-7.007079e-004
3.222385447971452e-004	-9.359179e-001	-1.225390e+002	-7.268687e-004
3.222386158963047e-004	-9.359016e-001	-1.145615e+002	-9.448723e-004
3.222386170517271e-004	-9.359016e-001	-1.145096e+002	-9.553382e-004
3.222386193625715e-004	-9.358997e-001	-1.145063e+002	-9.858968e-004
3.222386239842606e-004	-9.358950e-001	-1.145030e+002	-1.047412e-003
3.222386332276388e-004	-9.358840e-001	-1.144971e+002	-1.170506e-003
3.222386517143952e-004	-9.358630e-001	-1.144869e+002	-1.416833e-003
3.222386886879080e-004	-9.358206e-001	-1.144705e+002	-1.909821e-003
3.222387626349336e-004	-9.357362e-001	-1.144449e+002	-2.896285e-003
3.222388728999969e-004	-9.356103e-001	-1.144139e+002	-4.367290e-003
3.222390245340055e-004	-9.354382e-001	-1.143759e+002	-6.386771e-003
3.222392507492224e-004	-9.351931e-001	-1.143180e+002	-9.254746e-003
3.222396299709445e-004	-9.349155e-001	-1.142177e+002	-1.234863e-002
3.222398686757338e-004	-9.349785e-001	-1.141680e+002	-1.119325e-002
3.222402105286005e-004	-9.353294e-001	-1.141277e+002	-6.167746e-003
3.222403809304629e-004	-9.354596e-001	-1.141173e+002	-4.248008e-003
3.222405482577559e-004	-9.355164e-001	-1.141113e+002	-3.287954e-003
3.222407313392013e-004	-9.355478e-001	-1.141059e+002	-2.621107e-003
3.222409323703969e-004	-9.355636e-001	-1.141007e+002	-2.143421e-003
3.222411981244704e-004	-9.355669e-001	-1.140949e+002	-1.728746e-003
3.222415057876379e-004	-9.355583e-001	-1.140890e+002	-1.413304e-003
3.222419075062993e-004	-9.355359e-001	-1.140822e+002	-1.146195e-003
3.222423904396458e-004	-9.354987e-001	-1.140753e+002	-9.383385e-004
3.222430520020113e-004	-9.354410e-001	-1.140670e+002	-7.564200e-004
3.222438623839323e-004	-9.353623e-001	-1.140585e+002	-6.150731e-004
