time	V(N003,N006)	-I(Ls1)
7.486524956380075e-005	7.260037e+001	9.620232e+000
7.489024956380081e-005	7.261440e+001	9.453572e+000
7.494024956380073e-005	7.263794e+001	9.091030e+000
7.504024956380079e-005	7.267059e+001	8.282096e+000
7.514024956380085e-005	7.268285e+001	7.370263e+000
7.524024956380090e-005	7.266914e+001	6.346838e+000
7.534024956380096e-005	7.262610e+001	5.220428e+000
7.544024956380102e-005	7.254991e+001	4.001218e+000
7.554024956380107e-005	7.243420e+001	2.700891e+000
7.564024956380113e-005	7.226745e+001	1.336700e+000
7.570619821127490e-005	2.822555e+001	4.517157e-001
7.574839076459347e-005	-7.181143e+001	-5.240099e-002
7.574846759683456e-005	-7.194253e+001	-5.311408e-002
7.574862126131675e-005	-7.194323e+001	-5.428142e-002
7.574892859028111e-005	-7.194474e+001	-5.661486e-002
7.574954324821004e-005	-7.194776e+001	-6.128188e-002
7.575029886805018e-005	-7.195107e+001	-6.702150e-002
7.575155726783538e-005	-7.195580e+001	-7.658448e-002
7.575277570749227e-005	-7.195964e+001	-8.585006e-002
7.575441871354683e-005	-7.196386e+001	-9.835343e-002
7.575611553687646e-005	-7.196738e+001	-1.112769e-001
7.575788598550032e-005	-7.197027e+001	-1.247740e-001
7.576006938833039e-005	-7.197295e+001	-1.414383e-001
7.576329867597237e-005	-7.197573e+001	-1.661183e-001
7.576646202386893e-005	-7.197744e+001	-1.903315e-001
7.576974434966724e-005	-7.197830e+001	-2.154986e-001
7.577336452063710e-005	-7.197844e+001	-2.433064e-001
7.577740251174569e-005	-7.197780e+001	-2.743889e-001
7.578293342732170e-005	-7.197584e+001	-3.170838e-001
7.579211445726277e-005	-7.197086e+001	-3.882264e-001
7.580400502345546e-005	-7.196237e+001	-4.808203e-001
7.581768059987414e-005	-7.195064e+001	-5.879769e-001
7.583489769584896e-005	-7.193403e+001	-7.238551e-001
7.585423263296127e-005	-7.191400e+001	-8.776984e-001
7.587776078154520e-005	-7.188859e+001	-1.066631e+000
7.590496890136161e-005	-7.185872e+001	-1.287340e+000
7.593805234975691e-005	-7.182256e+001	-1.558709e+000
7.597754814450079e-005	-7.178054e+001	-1.886577e+000
7.602697263884369e-005	-7.173070e+001	-2.302021e+000
7.608819892139821e-005	-7.167432e+001	-2.822946e+000
7.616848209632764e-005	-7.160727e+001	-3.511881e+000
7.618098209632757e-005	-7.159785e+001	-3.619710e+000
7.620598209632764e-005	-7.158098e+001	-3.835972e+000
7.625598209632756e-005	-7.155091e+001	-4.268331e+000
7.632281479946312e-005	-7.151868e+001	-4.843608e+000
7.642281479946318e-005	-7.148615e+001	-5.693762e+000
7.652281479946324e-005	-7.147167e+001	-6.523389e+000
7.662281479946329e-005	-7.147645e+001	-7.320721e+000
7.672281479946335e-005	-7.149969e+001	-8.074390e+000
7.682281479946341e-005	-7.154024e+001	-8.773066e+000
7.692281479946346e-005	-7.159661e+001	-9.405602e+000
7.702281479946352e-005	-7.166705e+001	-9.961220e+000
7.712281479946358e-005	-7.174950e+001	-1.042968e+001
7.722281479946363e-005	-7.184168e+001	-1.080143e+001
7.732281479946369e-005	-7.194104e+001	-1.106780e+001
7.742281479946375e-005	-7.204485e+001	-1.122114e+001
7.752281479946380e-005	-7.215018e+001	-1.125495e+001
7.762281479946386e-005	-7.225395e+001	-1.116407e+001
7.772281479946392e-005	-7.235299e+001	-1.094475e+001
7.782281479946397e-005	-7.244400e+001	-1.059476e+001
7.792281479946403e-005	-7.252687e+001	-1.014159e+001
7.793531479946395e-005	-7.253627e+001	-1.007501e+001
7.796031479946402e-005	-7.255382e+001	-9.930084e+000
7.796656479946399e-005	-7.255808e+001	-9.892750e+000
7.797906479946391e-005	-7.256624e+001	-9.815338e+000
7.803807838991077e-005	-7.260071e+001	-9.420275e+000
7.810610557080436e-005	-7.263093e+001	-8.903524e+000
7.820610557080442e-005	-7.265879e+001	-8.051700e+000
7.830610557080448e-005	-7.266418e+001	-7.092146e+000
7.840610557080453e-005	-7.264225e+001	-6.022485e+000
7.850610557080459e-005	-7.258949e+001	-4.852039e+000
7.860610557080465e-005	-7.250165e+001	-3.591703e+000
7.870610557080470e-005	-7.236972e+001	-2.253861e+000
7.880610557080476e-005	-6.491316e+001	-8.673218e-001
7.886823288777802e-005	-1.932491e+001	-4.389822e-002
7.891533464004824e-005	7.188035e+001	5.018155e-001
7.891541795818254e-005	7.198651e+001	5.025871e-001
7.891558459445112e-005	7.198600e+001	5.038970e-001
7.891591786698808e-005	7.198557e+001	5.065160e-001
7.891658441206199e-005	7.198501e+001	5.117548e-001
7.891764248069556e-005	7.198411e+001	5.200745e-001
7.891920539573405e-005	7.198277e+001	5.323716e-001
7.892137155093588e-005	7.198089e+001	5.494290e-001
7.892358927646948e-005	7.197892e+001	5.669127e-001
7.892774328995878e-005	7.197510e+001	5.997186e-001
7.893446409293933e-005	7.196872e+001	6.529145e-001
7.894120210980775e-005	7.196209e+001	7.064067e-001
7.895050282267602e-005	7.195262e+001	7.805136e-001
7.896107991039536e-005	7.194155e+001	8.651451e-001
7.897377381906349e-005	7.192793e+001	9.672269e-001
7.898973896673569e-005	7.191051e+001	1.096365e+000
7.900873499324507e-005	7.188961e+001	1.251081e+000
7.903343941483509e-005	7.186249e+001	1.453928e+000
7.906450871007949e-005	7.182893e+001	1.711473e+000
7.910606555270976e-005	7.178572e+001	2.059759e+000
7.916180300853587e-005	7.173178e+001	2.532536e+000
7.924048810705408e-005	7.166461e+001	3.207407e+000
7.934048810705413e-005	7.159445e+001	4.070674e+000
7.944048810705419e-005	7.153820e+001	4.934842e+000
7.945298810705412e-005	7.153266e+001	5.042474e+000
7.947798810705418e-005	7.152391e+001	5.256482e+000
7.952798810705410e-005	7.151095e+001	5.679809e+000
7.962798810705416e-005	7.149854e+001	6.508470e+000
7.972798810705422e-005	7.150294e+001	7.307209e+000
7.982798810705427e-005	7.152581e+001	8.062486e+000
7.992798810705433e-005	7.156603e+001	8.763064e+000
8.002798810705439e-005	7.162214e+001	9.397904e+000
8.012798810705444e-005	7.169237e+001	9.956326e+000
8.022798810705450e-005	7.177470e+001	1.042817e+001
8.032798810705456e-005	7.186685e+001	1.080397e+001
8.042798810705461e-005	7.196629e+001	1.107512e+001
8.052798810705467e-005	7.207031e+001	1.123401e+001
8.062798810705473e-005	7.217601e+001	1.127418e+001
8.072798810705478e-005	7.228033e+001	1.119048e+001
8.082798810705484e-005	7.238009e+001	1.097913e+001
8.092798810705490e-005	7.247205e+001	1.063789e+001
8.102798810705495e-005	7.255606e+001	1.019403e+001
8.106548810705495e-005	7.258350e+001	9.986238e+000
8.107173810705491e-005	7.258784e+001	9.949532e+000
8.108423810705484e-005	7.259622e+001	9.873642e+000
8.110294471277459e-005	7.260833e+001	9.756721e+000
8.112315997289518e-005	7.262061e+001	9.624421e+000
8.116359049313614e-005	7.264352e+001	9.348023e+000
8.117369812319633e-005	7.264881e+001	9.275903e+000
8.119391338331692e-005	7.265831e+001	9.124728e+000
8.123434390355788e-005	7.267414e+001	8.803946e+000
8.131520494404003e-005	7.269473e+001	8.103789e+000
8.141520494404008e-005	7.270028e+001	7.145154e+000
8.151520494404014e-005	7.267980e+001	6.082599e+000
8.161520494404020e-005	7.262876e+001	4.919576e+000
8.171520494404025e-005	7.254303e+001	3.666844e+000
8.181520494404031e-005	7.241424e+001	2.336627e+000
8.191520494404037e-005	7.224303e+001	9.529366e-001
8.195270494404036e-005	7.213198e+001	4.157490e-001
8.197386745572221e-005	7.203315e+001	1.098383e-001
8.197632852059798e-005	7.198917e+001	7.412771e-002
8.198125065034929e-005	2.332395e+001	5.354061e-003
8.198361968551806e-005	-7.180706e+001	-2.363025e-002
8.198362410016639e-005	-7.194073e+001	-2.367148e-002
8.198363292946285e-005	-7.194067e+001	-2.373891e-002
8.198365058805575e-005	-7.194076e+001	-2.387467e-002
8.198368590524156e-005	-7.194130e+001	-2.414912e-002
8.198375653961317e-005	-7.194237e+001	-2.470208e-002
8.198389780835640e-005	-7.194444e+001	-2.580095e-002
8.198401390583092e-005	-7.194602e+001	-2.668439e-002
8.198414175796432e-005	-7.194767e+001	-2.764229e-002
8.198428628317079e-005	-7.194948e+001	-2.873749e-002
8.198440550466349e-005	-7.195095e+001	-2.966044e-002
8.198457386430894e-005	-7.195293e+001	-3.096448e-002
8.198473627433621e-005	-7.195471e+001	-3.219658e-002
8.198489614743361e-005	-7.195638e+001	-3.340089e-002
8.198506009826721e-005	-7.195804e+001	-3.465702e-002
8.198520627548250e-005	-7.195948e+001	-3.578703e-002
8.198536954414889e-005	-7.196100e+001	-3.702980e-002
8.198550169789386e-005	-7.196216e+001	-3.802104e-002
8.198566980830552e-005	-7.196360e+001	-3.929395e-002
8.198579838514025e-005	-7.196469e+001	-4.028523e-002
8.198597395116963e-005	-7.196612e+001	-4.163545e-002
8.198613020621087e-005	-7.196732e+001	-4.281655e-002
8.198630541039905e-005	-7.196861e+001	-4.414236e-002
8.198648602485300e-005	-7.196993e+001	-4.553371e-002
8.198667011795552e-005	-7.197122e+001	-4.695341e-002
8.198685781026253e-005	-7.197246e+001	-4.837919e-002
8.198705045112174e-005	-7.197369e+001	-4.984346e-002
8.198724618335988e-005	-7.197491e+001	-5.135191e-002
8.198743415523254e-005	-7.197604e+001	-5.279530e-002
8.198760963329019e-005	-7.197704e+001	-5.412227e-002
8.198780189903952e-005	-7.197809e+001	-5.558044e-002
8.198796859999313e-005	-7.197900e+001	-5.686256e-002
8.198815809502434e-005	-7.197999e+001	-5.831473e-002
8.198832321919041e-005	-7.198081e+001	-5.956291e-002
8.198851155660878e-005	-7.198172e+001	-6.099324e-002
8.198867953391120e-005	-7.198253e+001	-6.228855e-002
8.198886919833187e-005	-7.198341e+001	-6.374761e-002
8.198903646652227e-005	-7.198415e+001	-6.501785e-002
8.198922767569620e-005	-7.198498e+001	-6.647555e-002
8.198939808342666e-005	-7.198571e+001	-6.779189e-002
8.198959058987538e-005	-7.198650e+001	-6.927267e-002
8.198976231829722e-005	-7.198717e+001	-7.057557e-002
8.198995695128122e-005	-7.198792e+001	-7.205676e-002
8.199012495978372e-005	-7.198856e+001	-7.335018e-002
8.199032053334823e-005	-7.198927e+001	-7.484841e-002
8.199048979272449e-005	-7.198986e+001	-7.612953e-002
8.199068614383174e-005	-7.199054e+001	-7.762363e-002
8.199085479163233e-005	-7.199111e+001	-7.892292e-002
8.199105269298041e-005	-7.199176e+001	-8.044148e-002
8.199121779797758e-005	-7.199228e+001	-8.169590e-002
8.199141647953056e-005	-7.199290e+001	-8.321522e-002
8.199158403377925e-005	-7.199341e+001	-8.451068e-002
8.199178388955983e-005	-7.199400e+001	-8.604699e-002
8.199195084794943e-005	-7.199448e+001	-8.731700e-002
8.199215246578622e-005	-7.199504e+001	-8.885901e-002
8.199231593577681e-005	-7.199549e+001	-9.011979e-002
8.199251918796402e-005	-7.199603e+001	-9.167576e-002
8.199268600328643e-005	-7.199646e+001	-9.294081e-002
8.199289128386759e-005	-7.199697e+001	-9.450830e-002
8.199305907162762e-005	-7.199738e+001	-9.580035e-002
8.199326594197920e-005	-7.199788e+001	-9.738287e-002
8.199343549031833e-005	-7.199827e+001	-9.867220e-002
8.199364322703960e-005	-7.199875e+001	-1.002666e-001
8.199382618946129e-005	-7.199916e+001	-1.016803e-001
8.199403427405229e-005	-7.199961e+001	-1.032752e-001
8.199422456820534e-005	-7.200000e+001	-1.047278e-001
8.199443566741789e-005	-7.200044e+001	-1.063530e-001
8.199464574304470e-005	-7.200086e+001	-1.079709e-001
8.199486450389745e-005	-7.200128e+001	-1.096398e-001
8.199511998182620e-005	-7.200176e+001	-1.115908e-001
8.199534479428304e-005	-7.200217e+001	-1.133188e-001
8.199558219875911e-005	-7.200258e+001	-1.151349e-001
8.199578017912949e-005	-7.200292e+001	-1.166448e-001
8.199601354119982e-005	-7.200331e+001	-1.184402e-001
8.199624265940492e-005	-7.200368e+001	-1.202066e-001
8.199647990925316e-005	-7.200405e+001	-1.220241e-001
8.199673887752577e-005	-7.200445e+001	-1.240131e-001
8.199696290057262e-005	-7.200478e+001	-1.257410e-001
8.199720793275272e-005	-7.200513e+001	-1.276182e-001
8.199743593433691e-005	-7.200544e+001	-1.293596e-001
8.199767943122102e-005	-7.200576e+001	-1.312304e-001
8.199796591888426e-005	-7.200613e+001	-1.334282e-001
8.199821268829364e-005	-7.200644e+001	-1.353150e-001
8.199847213815063e-005	-7.200675e+001	-1.373119e-001
8.199870076132680e-005	-7.200702e+001	-1.390755e-001
8.199896495277698e-005	-7.200731e+001	-1.411030e-001
8.199923540376281e-005	-7.200761e+001	-1.431837e-001
8.199947323077892e-005	-7.200786e+001	-1.450185e-001
8.199973460973559e-005	-7.200812e+001	-1.470222e-001
8.200000237464891e-005	-7.200838e+001	-1.490728e-001
8.200027427429299e-005	-7.200864e+001	-1.511647e-001
8.200054849734307e-005	-7.200888e+001	-1.532683e-001
8.200078711843211e-005	-7.200909e+001	-1.550976e-001
8.200105705409989e-005	-7.200932e+001	-1.571804e-001
8.200135083090833e-005	-7.200956e+001	-1.594456e-001
8.200161684123863e-005	-7.200976e+001	-1.614901e-001
8.200189513940526e-005	-7.200997e+001	-1.636365e-001
8.200217279780543e-005	-7.201016e+001	-1.657747e-001
8.200245975514353e-005	-7.201036e+001	-1.679738e-001
8.200275095184657e-005	-7.201054e+001	-1.702127e-001
8.200302762614593e-005	-7.201071e+001	-1.723431e-001
8.200331876832140e-005	-7.201089e+001	-1.745795e-001
8.200362651887561e-005	-7.201106e+001	-1.769536e-001
8.200388614396136e-005	-7.201120e+001	-1.789607e-001
8.200416363451511e-005	-7.201134e+001	-1.810974e-001
8.200451717836274e-005	-7.201150e+001	-1.838218e-001
8.200481125231044e-005	-7.201164e+001	-1.860885e-001
8.200512114403188e-005	-7.201177e+001	-1.884688e-001
8.200552232329400e-005	-7.201192e+001	-1.915568e-001
8.200586304760757e-005	-7.201205e+001	-1.941855e-001
8.200621569973035e-005	-7.201217e+001	-1.969038e-001
8.200653427760862e-005	-7.201227e+001	-1.993664e-001
8.200688641417158e-005	-7.201237e+001	-2.020873e-001
8.200721296469150e-005	-7.201245e+001	-2.046013e-001
8.200757058602617e-005	-7.201254e+001	-2.073580e-001
8.200796083788955e-005	-7.201261e+001	-2.103656e-001
8.200832565840774e-005	-7.201268e+001	-2.131769e-001
8.200863271639876e-005	-7.201274e+001	-2.155537e-001
8.200890924699427e-005	-7.201278e+001	-2.176927e-001
8.200920231517597e-005	-7.201281e+001	-2.199549e-001
8.200949901021474e-005	-7.201284e+001	-2.222501e-001
8.200986383420823e-005	-7.201287e+001	-2.250660e-001
8.201023073737342e-005	-7.201290e+001	-2.278926e-001
8.201057110900686e-005	-7.201291e+001	-2.305224e-001
8.201091337115235e-005	-7.201292e+001	-2.331664e-001
8.201122073863212e-005	-7.201292e+001	-2.355428e-001
8.201151708306918e-005	-7.201293e+001	-2.378419e-001
8.201182287130831e-005	-7.201292e+001	-2.402082e-001
8.201211773300565e-005	-7.201291e+001	-2.424854e-001
8.201244841748675e-005	-7.201289e+001	-2.450431e-001
8.201279857108623e-005	-7.201286e+001	-2.477458e-001
8.201313992782944e-005	-7.201283e+001	-2.503820e-001
8.201349745140182e-005	-7.201280e+001	-2.531533e-001
8.201379698231730e-005	-7.201276e+001	-2.554730e-001
8.201411929948765e-005	-7.201272e+001	-2.579704e-001
8.201446998999250e-005	-7.201267e+001	-2.606911e-001
8.201480621771373e-005	-7.201261e+001	-2.632908e-001
8.201516837742047e-005	-7.201255e+001	-2.660900e-001
8.201554696337710e-005	-7.201248e+001	-2.690212e-001
8.201590626355873e-005	-7.201240e+001	-2.718005e-001
8.201617805061751e-005	-7.201234e+001	-2.739096e-001
8.201644054964068e-005	-7.201228e+001	-2.759513e-001
8.201673715824533e-005	-7.201221e+001	-2.782513e-001
8.201714794304192e-005	-7.201211e+001	-2.814358e-001
8.201752492917411e-005	-7.201201e+001	-2.843572e-001
8.201789603511870e-005	-7.201190e+001	-2.872283e-001
8.201833962029792e-005	-7.201177e+001	-2.906688e-001
8.201858710140775e-005	-7.201169e+001	-2.925905e-001
8.201887763966309e-005	-7.201160e+001	-2.948447e-001
8.201922028040808e-005	-7.201149e+001	-2.975092e-001
8.201958318146689e-005	-7.201137e+001	-3.003289e-001
8.201995566360491e-005	-7.201123e+001	-3.032151e-001
8.202032926148237e-005	-7.201110e+001	-3.061129e-001
8.202076804821848e-005	-7.201093e+001	-3.095169e-001
8.202115050848116e-005	-7.201079e+001	-3.124871e-001
8.202142747235465e-005	-7.201068e+001	-3.146446e-001
8.202176288030216e-005	-7.201054e+001	-3.172543e-001
8.202212983658393e-005	-7.201039e+001	-3.201059e-001
8.202250007019549e-005	-7.201023e+001	-3.229834e-001
8.202290708033137e-005	-7.201005e+001	-3.261411e-001
8.202332421303736e-005	-7.200986e+001	-3.293814e-001
8.202365595848748e-005	-7.200971e+001	-3.319642e-001
8.202395712455135e-005	-7.200957e+001	-3.343078e-001
8.202430323808437e-005	-7.200941e+001	-3.370049e-001
8.202466289822523e-005	-7.200923e+001	-3.398069e-001
8.202503840850197e-005	-7.200905e+001	-3.427244e-001
8.202542347162702e-005	-7.200885e+001	-3.457179e-001
8.202585064240905e-005	-7.200863e+001	-3.490409e-001
8.202625866713872e-005	-7.200843e+001	-3.522172e-001
8.202654886182948e-005	-7.200827e+001	-3.544827e-001
8.202689782980705e-005	-7.200808e+001	-3.572053e-001
8.202732187338768e-005	-7.200785e+001	-3.605081e-001
8.202770716214712e-005	-7.200764e+001	-3.635090e-001
8.202814542601741e-005	-7.200739e+001	-3.669188e-001
8.202860100600218e-005	-7.200713e+001	-3.704687e-001
8.202890192172594e-005	-7.200696e+001	-3.728184e-001
8.202921846447650e-005	-7.200677e+001	-3.752886e-001
8.202956113136572e-005	-7.200657e+001	-3.779649e-001
8.202992506587607e-005	-7.200635e+001	-3.808056e-001
8.203031608624081e-005	-7.200611e+001	-3.838504e-001
8.203069855743377e-005	-7.200588e+001	-3.868316e-001
8.203122163295373e-005	-7.200555e+001	-3.909130e-001
8.203156247378629e-005	-7.200534e+001	-3.935753e-001
8.203188594497232e-005	-7.200513e+001	-3.961074e-001
8.203222861661056e-005	-7.200491e+001	-3.987857e-001
8.203254710805971e-005	-7.200471e+001	-4.012710e-001
8.203297592772937e-005	-7.200442e+001	-4.046186e-001
8.203337601746220e-005	-7.200416e+001	-4.077395e-001
8.203378185924143e-005	-7.200389e+001	-4.109104e-001
8.203406836132998e-005	-7.200370e+001	-4.131539e-001
8.203444495716826e-005	-7.200344e+001	-4.161007e-001
8.203479300029383e-005	-7.200320e+001	-4.188248e-001
8.203516153859137e-005	-7.200295e+001	-4.217073e-001
8.203558989635317e-005	-7.200265e+001	-4.250511e-001
8.203597602186928e-005	-7.200238e+001	-4.280694e-001
8.203630398769955e-005	-7.200215e+001	-4.306356e-001
8.203660226005580e-005	-7.200193e+001	-4.329702e-001
8.203693642235346e-005	-7.200170e+001	-4.355915e-001
8.203728902746979e-005	-7.200144e+001	-4.383554e-001
8.203765606522025e-005	-7.200117e+001	-4.412267e-001
8.203807925819874e-005	-7.200086e+001	-4.445379e-001
8.203848999629136e-005	-7.200056e+001	-4.477503e-001
8.203888861935973e-005	-7.200026e+001	-4.508720e-001
8.203918100402547e-005	-7.200004e+001	-4.531672e-001
8.203956165204313e-005	-7.199976e+001	-4.561536e-001
8.203992107852715e-005	-7.199948e+001	-4.589728e-001
8.204030982603421e-005	-7.199919e+001	-4.620203e-001
8.204070930974247e-005	-7.199888e+001	-4.651467e-001
8.204112940767721e-005	-7.199856e+001	-4.684384e-001
8.204143458607647e-005	-7.199832e+001	-4.708328e-001
8.204173266796312e-005	-7.199809e+001	-4.731721e-001
8.204212364363098e-005	-7.199778e+001	-4.762455e-001
8.204250021562570e-005	-7.199748e+001	-4.792033e-001
8.204286678533367e-005	-7.199719e+001	-4.820773e-001
8.204329902239773e-005	-7.199685e+001	-4.854671e-001
8.204372499190675e-005	-7.199651e+001	-4.888074e-001
8.204405282931067e-005	-7.199624e+001	-4.913817e-001
8.204432937437768e-005	-7.199602e+001	-4.935585e-001
8.204469967828068e-005	-7.199572e+001	-4.964713e-001
8.204511522892925e-005	-7.199538e+001	-4.997376e-001
8.204552341771931e-005	-7.199504e+001	-5.029441e-001
8.204597969078335e-005	-7.199467e+001	-5.065243e-001
8.204641189566114e-005	-7.199430e+001	-5.099208e-001
8.204669011908894e-005	-7.199408e+001	-5.121103e-001
8.204700482106631e-005	-7.199381e+001	-5.145870e-001
8.204737572700183e-005	-7.199350e+001	-5.175087e-001
8.204780780122828e-005	-7.199313e+001	-5.209090e-001
8.204818822518168e-005	-7.199281e+001	-5.238981e-001
8.204862032973304e-005	-7.199244e+001	-5.272954e-001
8.204913311329540e-005	-7.199200e+001	-5.313295e-001
8.204946333338842e-005	-7.199172e+001	-5.339318e-001
8.204980992607635e-005	-7.199142e+001	-5.366669e-001
8.205017311652954e-005	-7.199111e+001	-5.395284e-001
8.205050059102411e-005	-7.199082e+001	-5.421065e-001
8.205091311427903e-005	-7.199046e+001	-5.453535e-001
8.205134885914999e-005	-7.199008e+001	-5.487819e-001
8.205173477510066e-005	-7.198974e+001	-5.518244e-001
8.205203061279116e-005	-7.198948e+001	-5.541596e-001
8.205242189764117e-005	-7.198913e+001	-5.572472e-001
8.205285636980796e-005	-7.198875e+001	-5.606762e-001
8.205321761206195e-005	-7.198843e+001	-5.635229e-001
8.205362651815150e-005	-7.198806e+001	-5.667428e-001
8.205405979102545e-005	-7.198767e+001	-5.701597e-001
8.205440047786899e-005	-7.198736e+001	-5.728482e-001
8.205472968432514e-005	-7.198707e+001	-5.754495e-001
8.205511617730751e-005	-7.198671e+001	-5.785055e-001
8.205556432593639e-005	-7.198631e+001	-5.820427e-001
8.205597210848262e-005	-7.198594e+001	-5.852595e-001
8.205641383103937e-005	-7.198553e+001	-5.887450e-001
8.205692512743956e-005	-7.198506e+001	-5.927825e-001
8.205725337559759e-005	-7.198476e+001	-5.953798e-001
8.205767970422820e-005	-7.198437e+001	-5.987533e-001
8.205809362094464e-005	-7.198398e+001	-6.020253e-001
8.205848469331725e-005	-7.198362e+001	-6.051150e-001
8.205895347523310e-005	-7.198318e+001	-6.088164e-001
8.205944448260783e-005	-7.198272e+001	-6.126990e-001
8.205974735293192e-005	-7.198244e+001	-6.150974e-001
8.206012271751010e-005	-7.198209e+001	-6.180701e-001
8.206051183646352e-005	-7.198172e+001	-6.211525e-001
8.206085969383902e-005	-7.198139e+001	-6.239045e-001
8.206124332676350e-005	-7.198103e+001	-6.269359e-001
8.206167481161764e-005	-7.198062e+001	-6.303493e-001
8.206202905231040e-005	-7.198028e+001	-6.331536e-001
8.206234835426290e-005	-7.197997e+001	-6.356843e-001
8.206276909356438e-005	-7.197958e+001	-6.390228e-001
8.206317325789117e-005	-7.197919e+001	-6.422254e-001
8.206351748318960e-005	-7.197886e+001	-6.449506e-001
8.206400196278754e-005	-7.197839e+001	-6.487864e-001
8.206445524262741e-005	-7.197795e+001	-6.523756e-001
8.206477344999672e-005	-7.197765e+001	-6.549006e-001
8.206509161451424e-005	-7.197734e+001	-6.574278e-001
8.206546687882779e-005	-7.197697e+001	-6.604061e-001
8.206591598218537e-005	-7.197654e+001	-6.639690e-001
8.206634472500700e-005	-7.197612e+001	-6.673667e-001
8.206680480376139e-005	-7.197567e+001	-6.710129e-001
8.206726266473817e-005	-7.197522e+001	-6.746479e-001
8.206760481130880e-005	-7.197488e+001	-6.773662e-001
8.206802586988721e-005	-7.197447e+001	-6.807128e-001
8.206852200530229e-005	-7.197398e+001	-6.846537e-001
8.206892867441648e-005	-7.197358e+001	-6.878796e-001
8.206940314934652e-005	-7.197311e+001	-6.916455e-001
8.206989186067639e-005	-7.197262e+001	-6.955284e-001
8.207024950196125e-005	-7.197227e+001	-6.983734e-001
8.207068577338952e-005	-7.197184e+001	-7.018461e-001
8.207116247762551e-005	-7.197136e+001	-7.056354e-001
8.207157775897995e-005	-7.197095e+001	-7.089342e-001
8.207204521771595e-005	-7.197048e+001	-7.126488e-001
8.207250460185020e-005	-7.197002e+001	-7.163023e-001
8.207284144258779e-005	-7.196968e+001	-7.189859e-001
8.207327345583718e-005	-7.196924e+001	-7.224280e-001
8.207374661269029e-005	-7.196877e+001	-7.261937e-001
8.207417841039986e-005	-7.196833e+001	-7.296284e-001
8.207465593373800e-005	-7.196785e+001	-7.334264e-001
8.207515481004090e-005	-7.196734e+001	-7.374001e-001
8.207550139866047e-005	-7.196699e+001	-7.401642e-001
8.207593064658326e-005	-7.196655e+001	-7.435868e-001
8.207647274151037e-005	-7.196600e+001	-7.479067e-001
8.207697440819166e-005	-7.196549e+001	-7.519007e-001
8.207744111133437e-005	-7.196501e+001	-7.556179e-001
8.207781014663040e-005	-7.196464e+001	-7.585621e-001
8.207815184517616e-005	-7.196429e+001	-7.612898e-001
8.207856371953413e-005	-7.196386e+001	-7.645785e-001
8.207901100478680e-005	-7.196340e+001	-7.681473e-001
8.207941569674014e-005	-7.196299e+001	-7.713723e-001
8.207988741640348e-005	-7.196250e+001	-7.751335e-001
8.208036285650049e-005	-7.196201e+001	-7.789282e-001
8.208072583213376e-005	-7.196164e+001	-7.818287e-001
8.208117214609676e-005	-7.196117e+001	-7.853971e-001
8.208167153170970e-005	-7.196066e+001	-7.893848e-001
8.208210532002921e-005	-7.196021e+001	-7.928465e-001
8.208258550107300e-005	-7.195971e+001	-7.966797e-001
8.208301263753787e-005	-7.195926e+001	-8.000928e-001
8.208335567803774e-005	-7.195891e+001	-8.028383e-001
8.208378840390373e-005	-7.195846e+001	-8.063012e-001
8.208432977100549e-005	-7.195789e+001	-8.106290e-001
8.208482417636893e-005	-7.195737e+001	-8.145793e-001
8.208530561195108e-005	-7.195687e+001	-8.184264e-001
8.208568794442774e-005	-7.195647e+001	-8.214867e-001
8.208602825513466e-005	-7.195611e+001	-8.242135e-001
8.208644345794776e-005	-7.195568e+001	-8.275390e-001
8.208688166454529e-005	-7.195522e+001	-8.310471e-001
8.208730803961140e-005	-7.195477e+001	-8.344570e-001
8.208779067670684e-005	-7.195426e+001	-8.383175e-001
8.208825047516244e-005	-7.195378e+001	-8.420010e-001
8.208861523678135e-005	-7.195339e+001	-8.449255e-001
8.208905675890447e-005	-7.195293e+001	-8.484663e-001
8.208956273219725e-005	-7.195239e+001	-8.525208e-001
8.209000322842767e-005	-7.195192e+001	-8.560472e-001
8.209049113544541e-005	-7.195141e+001	-8.599556e-001
8.209089022659724e-005	-7.195099e+001	-8.631557e-001
8.209125072860071e-005	-7.195060e+001	-8.660496e-001
8.209168927693833e-005	-7.195014e+001	-8.695713e-001
8.209216189994264e-005	-7.194963e+001	-8.733618e-001
8.209260125650289e-005	-7.194917e+001	-8.768835e-001
8.209308472304378e-005	-7.194865e+001	-8.807601e-001
8.209349583530585e-005	-7.194821e+001	-8.840599e-001
8.209384685970919e-005	-7.194784e+001	-8.868816e-001
8.209428655336915e-005	-7.194737e+001	-8.904155e-001
8.209476728258339e-005	-7.194685e+001	-8.942756e-001
8.209522330652921e-005	-7.194637e+001	-8.979353e-001
8.209571666262065e-005	-7.194584e+001	-9.018949e-001
8.209614006756544e-005	-7.194539e+001	-9.052982e-001
8.209649767994156e-005	-7.194500e+001	-9.081758e-001
8.209693366273657e-005	-7.194454e+001	-9.116829e-001
8.209737963047717e-005	-7.194406e+001	-9.152684e-001
8.209781512189028e-005	-7.194359e+001	-9.187665e-001
8.209830835208612e-005	-7.194306e+001	-9.227295e-001
8.209873782915244e-005	-7.194260e+001	-9.261852e-001
8.209910913584617e-005	-7.194220e+001	-9.291753e-001
8.209955529553739e-005	-7.194172e+001	-9.327688e-001
