time	I(Ls1)	I(Ls2)
4.278517085226802e-06	4.967003e+00	4.967003e+00
4.345659942369260e-06	4.806002e+00	4.806002e+00
4.412802799511719e-06	4.617221e+00	4.617221e+00
4.479945656654177e-06	4.400662e+00	4.400662e+00
4.547088513796636e-06	4.156324e+00	4.156324e+00
4.614231370939094e-06	3.884207e+00	3.884207e+00
4.681374228081552e-06	3.584311e+00	3.584311e+00
4.701374228081433e-06	3.490288e+00	3.490288e+00
4.721374228081315e-06	3.394006e+00	3.394006e+00
4.731374228081255e-06	3.345026e+00	3.345026e+00
4.741374228081196e-06	3.295490e+00	3.295490e+00
4.751374228081136e-06	3.245403e+00	3.245403e+00
4.771374228081018e-06	3.143588e+00	3.143588e+00
4.801374228080840e-06	2.986817e+00	2.986817e+00
4.822802799509284e-06	2.871807e+00	2.871807e+00
4.844231370937728e-06	2.754509e+00	2.754509e+00
4.865659942366172e-06	2.634924e+00	2.634924e+00
4.887088513794616e-06	2.513051e+00	2.513051e+00
4.908517085223061e-06	2.388891e+00	2.388891e+00
4.929945656651504e-06	2.262444e+00	2.262444e+00
4.951374228079949e-06	2.133709e+00	2.133709e+00
4.972802799508393e-06	2.002824e+00	2.002824e+00
4.994231370936837e-06	1.869993e+00	1.869993e+00
5.015659942365281e-06	1.735214e+00	1.735214e+00
5.037088513793726e-06	1.598487e+00	1.598487e+00
5.058517085222170e-06	1.459813e+00	1.459813e+00
5.079945656650613e-06	1.319192e+00	1.319192e+00
5.101374228079058e-06	1.176624e+00	1.176624e+00
5.124231370936065e-06	1.022568e+00	1.022568e+00
5.147088513793072e-06	8.667823e-01	8.667823e-01
5.169945656650079e-06	7.092662e-01	7.092662e-01
5.192802799507087e-06	5.500198e-01	5.500198e-01
5.215659942364093e-06	3.890433e-01	3.890433e-01
5.238517085221101e-06	2.263365e-01	2.263365e-01
5.261374228078108e-06	6.189944e-02	6.189944e-02
5.267953521210329e-06	1.728379e-02	1.728379e-02
5.272376093846997e-06	-7.901365e-03	-7.901365e-03
5.272384062901016e-06	-7.932821e-03	-7.932821e-03
5.272400001009054e-06	-7.978320e-03	-7.978320e-03
5.303298393356525e-06	-9.775311e-02	-9.775311e-02
5.334196785703996e-06	-1.898867e-01	-1.898867e-01
5.365095178051466e-06	-2.843791e-01	-2.843791e-01
5.395993570398936e-06	-3.812303e-01	-3.812303e-01
5.426891962746407e-06	-4.804403e-01	-4.804403e-01
5.457790355093878e-06	-5.820091e-01	-5.820091e-01
5.488688747441349e-06	-6.859367e-01	-6.859367e-01
5.544403033155304e-06	-8.798466e-01	-8.798466e-01
5.600117318869259e-06	-1.077509e+00	-1.077509e+00
5.655831604583214e-06	-1.278923e+00	-1.278923e+00
5.711545890297168e-06	-1.484089e+00	-1.484089e+00
5.767260176011123e-06	-1.693008e+00	-1.693008e+00
5.822974461725078e-06	-1.905679e+00	-1.905679e+00
5.878688747439033e-06	-2.122101e+00	-2.122101e+00
5.915831604581669e-06	-2.266152e+00	-2.266152e+00
5.952974461724306e-06	-2.409546e+00	-2.409546e+00
5.990117318866942e-06	-2.552282e+00	-2.552282e+00
6.027260176009579e-06	-2.694361e+00	-2.694361e+00
6.064403033152215e-06	-2.835783e+00	-2.835783e+00
6.101545890294852e-06	-2.976547e+00	-2.976547e+00
6.138688747437488e-06	-3.116654e+00	-3.116654e+00
6.168688747437310e-06	-3.228044e+00	-3.228044e+00
6.178688747437251e-06	-3.264906e+00	-3.264906e+00
6.198688747437132e-06	-3.338197e+00	-3.338197e+00
6.227260176008391e-06	-3.442144e+00	-3.442144e+00
6.255831604579650e-06	-3.544370e+00	-3.544370e+00
6.284403033150909e-06	-3.644875e+00	-3.644875e+00
6.312974461722168e-06	-3.743659e+00	-3.743659e+00
6.341545890293427e-06	-3.840722e+00	-3.840722e+00
6.370117318864686e-06	-3.936065e+00	-3.936065e+00
6.398688747435944e-06	-4.029687e+00	-4.029687e+00
6.410117318864448e-06	-4.066423e+00	-4.066423e+00
6.421545890292951e-06	-4.102783e+00	-4.102783e+00
6.432974461721455e-06	-4.138765e+00	-4.138765e+00
6.444403033149959e-06	-4.174371e+00	-4.174371e+00
6.455831604578462e-06	-4.209600e+00	-4.209600e+00
6.467260176006965e-06	-4.244452e+00	-4.244452e+00
6.478688747435469e-06	-4.278928e+00	-4.278928e+00
6.520117318863795e-06	-4.401268e+00	-4.401268e+00
6.561545890292120e-06	-4.517007e+00	-4.517007e+00
6.602974461720445e-06	-4.626146e+00	-4.626146e+00
6.644403033148771e-06	-4.728685e+00	-4.728685e+00
6.685831604577097e-06	-4.824623e+00	-4.824623e+00
6.727260176005421e-06	-4.913961e+00	-4.913961e+00
6.768688747433747e-06	-4.996698e+00	-4.996698e+00
6.782974461719376e-06	-5.023170e+00	-5.023170e+00
6.797260176005006e-06	-5.048671e+00	-5.048671e+00
6.811545890290635e-06	-5.073203e+00	-5.073203e+00
6.825831604576265e-06	-5.096765e+00	-5.096765e+00
6.840117318861894e-06	-5.119357e+00	-5.119357e+00
6.854403033147524e-06	-5.140979e+00	-5.140979e+00
6.868688747433153e-06	-5.161632e+00	-5.161632e+00
6.904403033147227e-06	-5.209124e+00	-5.209124e+00
6.940117318861301e-06	-5.249717e+00	-5.249717e+00
6.975831604575374e-06	-5.283409e+00	-5.283409e+00
7.011545890289448e-06	-5.310202e+00	-5.310202e+00
7.047260176003521e-06	-5.330094e+00	-5.330094e+00
7.082974461717595e-06	-5.343087e+00	-5.343087e+00
7.118688747431668e-06	-5.349179e+00	-5.349179e+00
7.177260176002749e-06	-5.343238e+00	-5.343238e+00
7.235831604573830e-06	-5.316163e+00	-5.316163e+00
7.294403033144911e-06	-5.267955e+00	-5.267955e+00
7.352974461715991e-06	-5.198613e+00	-5.198613e+00
7.411545890287073e-06	-5.108137e+00	-5.108137e+00
7.470117318858153e-06	-4.996528e+00	-4.996528e+00
7.528688747429233e-06	-4.863785e+00	-4.863785e+00
7.558688747429055e-06	-4.787100e+00	-4.787100e+00
7.588688747428877e-06	-4.704821e+00	-4.704821e+00
7.618688747428699e-06	-4.616948e+00	-4.616948e+00
7.648688747428521e-06	-4.523482e+00	-4.523482e+00
7.678688747428343e-06	-4.424421e+00	-4.424421e+00
7.708688747428164e-06	-4.319766e+00	-4.319766e+00
7.738688747427986e-06	-4.209518e+00	-4.209518e+00
7.748688747427927e-06	-4.171577e+00	-4.171577e+00
7.758688747427868e-06	-4.133032e+00	-4.133032e+00
7.768688747427808e-06	-4.093884e+00	-4.093884e+00
7.778688747427749e-06	-4.054134e+00	-4.054134e+00
7.788688747427689e-06	-4.013786e+00	-4.013786e+00
7.798688747427630e-06	-3.972840e+00	-3.972840e+00
7.818688747427511e-06	-3.889168e+00	-3.889168e+00
7.848688747427333e-06	-3.759243e+00	-3.759243e+00
7.878688747427155e-06	-3.624080e+00	-3.624080e+00
7.898688747427036e-06	-3.531100e+00	-3.531100e+00
7.918688747426917e-06	-3.435848e+00	-3.435848e+00
7.928688747426858e-06	-3.387379e+00	-3.387379e+00
7.938688747426799e-06	-3.338352e+00	-3.338352e+00
7.948688747426739e-06	-3.288771e+00	-3.288771e+00
7.958688747426680e-06	-3.238638e+00	-3.238638e+00
7.978688747426561e-06	-3.136733e+00	-3.136733e+00
8.008688747426383e-06	-2.979830e+00	-2.979830e+00
8.030117318854827e-06	-2.864727e+00	-2.864727e+00
8.051545890283272e-06	-2.747340e+00	-2.747340e+00
8.072974461711716e-06	-2.627668e+00	-2.627668e+00
8.094403033140159e-06	-2.505710e+00	-2.505710e+00
8.115831604568603e-06	-2.381468e+00	-2.381468e+00
8.137260175997048e-06	-2.254941e+00	-2.254941e+00
8.158688747425492e-06	-2.126130e+00	-2.126130e+00
8.182974461711063e-06	-1.977507e+00	-1.977507e+00
8.207260175996632e-06	-1.826420e+00	-1.826420e+00
8.231545890282203e-06	-1.672869e+00	-1.672869e+00
8.255831604567772e-06	-1.516854e+00	-1.516854e+00
8.280117318853343e-06	-1.358375e+00	-1.358375e+00
8.304403033138912e-06	-1.197431e+00	-1.197431e+00
8.328688747424482e-06	-1.034023e+00	-1.034023e+00
8.349647621332744e-06	-8.912561e-01	-8.912561e-01
8.370606495241007e-06	-7.470818e-01	-7.470818e-01
8.391565369149268e-06	-6.015002e-01	-6.015002e-01
8.412524243057531e-06	-4.545111e-01	-4.545111e-01
8.433483116965792e-06	-3.061145e-01	-3.061145e-01
8.454441990874055e-06	-1.563105e-01	-1.563105e-01
8.475400864782316e-06	-5.098990e-03	-5.098990e-03
8.475979992691790e-06	-9.084682e-04	-9.084683e-04
8.476091919958940e-06	-1.030344e-04	-1.030344e-04
8.476165764361322e-06	4.049201e-04	4.049200e-04
8.476244264585004e-06	8.859497e-04	8.859497e-04
8.476297269034575e-06	1.155075e-03	1.155075e-03
8.476327711912177e-06	1.282459e-03	1.282459e-03
8.476328179755389e-06	1.284194e-03	1.284194e-03
8.476329115442030e-06	1.287506e-03	1.287506e-03
8.476334729561226e-06	1.306967e-03	1.306967e-03
8.476342215053487e-06	1.331798e-03	1.331798e-03
8.476357186038225e-06	1.378914e-03	1.378914e-03
8.476368148528689e-06	1.411741e-03	1.411741e-03
8.476368491106435e-06	1.412729e-03	1.412729e-03
8.476369176262143e-06	1.414681e-03	1.414681e-03
8.476370546573343e-06	1.418583e-03	1.418583e-03
8.480830953651319e-06	1.415958e-02	1.415958e-02
8.485291360729296e-06	2.695254e-02	2.695254e-02
8.489751767807273e-06	3.979748e-02	3.979748e-02
8.494212174885250e-06	5.269438e-02	5.269438e-02
8.498672581963226e-06	6.564325e-02	6.564325e-02
8.503132989041203e-06	7.864410e-02	7.864410e-02
8.507593396119180e-06	9.169691e-02	9.169691e-02
8.537593396119002e-06	1.808712e-01	1.808712e-01
8.580450538975891e-06	3.131352e-01	3.131352e-01
8.623307681832778e-06	4.492547e-01	4.492547e-01
8.666164824689667e-06	5.892295e-01	5.892295e-01
8.709021967546555e-06	7.330597e-01	7.330597e-01
8.751879110403444e-06	8.807453e-01	8.807453e-01
8.794736253260331e-06	1.032286e+00	1.032286e+00
8.837593396117220e-06	1.187683e+00	1.187683e+00
8.890450538974050e-06	1.383900e+00	1.383900e+00
8.943307681830877e-06	1.581654e+00	1.581654e+00
8.996164824687707e-06	1.780946e+00	1.780946e+00
9.049021967544536e-06	1.981775e+00	1.981775e+00
9.101879110401366e-06	2.184142e+00	2.184142e+00
9.154736253258193e-06	2.388046e+00	2.388046e+00
9.207593396115023e-06	2.593488e+00	2.593488e+00
9.231879110400594e-06	2.686838e+00	2.686838e+00
9.256164824686163e-06	2.779651e+00	2.779651e+00
9.280450538971733e-06	2.871927e+00	2.871927e+00
9.304736253257303e-06	2.963666e+00	2.963666e+00
9.329021967542873e-06	3.054868e+00	3.054868e+00
9.353307681828442e-06	3.145533e+00	3.145533e+00
9.377593396114013e-06	3.235661e+00	3.235661e+00
9.387593396113954e-06	3.272456e+00	3.272456e+00
9.407593396113835e-06	3.345606e+00	3.345606e+00
9.436164824685094e-06	3.449340e+00	3.449340e+00
9.464736253256352e-06	3.551341e+00	3.551341e+00
9.493307681827611e-06	3.651607e+00	3.651607e+00
9.521879110398871e-06	3.750139e+00	3.750139e+00
9.550450538970130e-06	3.846937e+00	3.846937e+00
9.579021967541389e-06	3.942001e+00	3.942001e+00
9.607593396112647e-06	4.035331e+00	4.035331e+00
9.614736253255461e-06	4.058250e+00	4.058250e+00
9.621879110398277e-06	4.081024e+00	4.081024e+00
9.629021967541092e-06	4.103656e+00	4.103656e+00
9.636164824683906e-06	4.126143e+00	4.126143e+00
9.643307681826720e-06	4.148487e+00	4.148487e+00
9.650450538969536e-06	4.170686e+00	4.170686e+00
9.657593396112350e-06	4.192742e+00	4.192742e+00
9.667593396112291e-06	4.223360e+00	4.223360e+00
9.696164824683550e-06	4.309466e+00	4.309466e+00
9.724736253254808e-06	4.392686e+00	4.392686e+00
9.753307681826067e-06	4.473021e+00	4.473021e+00
9.781879110397327e-06	4.550471e+00	4.550471e+00
9.810450538968586e-06	4.625036e+00	4.625036e+00
9.839021967539844e-06	4.696717e+00	4.696717e+00
9.867593396111103e-06	4.765512e+00	4.765512e+00
9.877593396111044e-06	4.788713e+00	4.788713e+00
9.897593396110925e-06	4.833884e+00	4.833884e+00
9.937593396110687e-06	4.919849e+00	4.919849e+00
9.977593396110450e-06	4.998139e+00	4.998139e+00
1.001759339611021e-05	5.068752e+00	5.068752e+00
1.005759339610997e-05	5.131688e+00	5.131688e+00
1.009759339610974e-05	5.186949e+00	5.186949e+00
1.013759339610950e-05	5.234533e+00	5.234533e+00
1.017759339610926e-05	5.274441e+00	5.274441e+00
1.024473625325172e-05	5.322699e+00	5.322699e+00
1.031187911039418e-05	5.344095e+00	5.344095e+00
1.037902196753664e-05	5.338628e+00	5.338628e+00
1.044616482467910e-05	5.306299e+00	5.306299e+00
1.051330768182156e-05	5.247108e+00	5.247108e+00
1.058045053896401e-05	5.161054e+00	5.161054e+00
1.064759339610647e-05	5.048138e+00	5.048138e+00
1.071187911039180e-05	4.911452e+00	4.911452e+00
1.077616482467714e-05	4.749374e+00	4.749374e+00
1.084045053896247e-05	4.561902e+00	4.561902e+00
1.090473625324780e-05	4.349037e+00	4.349037e+00
1.096902196753313e-05	4.110779e+00	4.110779e+00
1.103330768181847e-05	3.847128e+00	3.847128e+00
1.109759339610380e-05	3.558083e+00	3.558083e+00
1.111759339610368e-05	3.463640e+00	3.463640e+00
1.112759339610362e-05	3.415572e+00	3.415572e+00
1.113759339610356e-05	3.366944e+00	3.366944e+00
1.114759339610350e-05	3.317759e+00	3.317759e+00
1.115759339610344e-05	3.268021e+00	3.268021e+00
1.116759339610338e-05	3.217734e+00	3.217734e+00
1.118759339610326e-05	3.115523e+00	3.115523e+00
1.121759339610309e-05	2.958174e+00	2.958174e+00
1.123902196753153e-05	2.842760e+00	2.842760e+00
1.126045053895997e-05	2.725069e+00	2.725069e+00
1.128187911038842e-05	2.605101e+00	2.605101e+00
1.130330768181686e-05	2.482857e+00	2.482857e+00
1.132473625324531e-05	2.358335e+00	2.358335e+00
1.134616482467375e-05	2.231536e+00	2.231536e+00
1.136759339610219e-05	2.102460e+00	2.102460e+00
1.139616482467345e-05	1.926901e+00	1.926901e+00
1.142473625324471e-05	1.748017e+00	1.748017e+00
1.145330768181597e-05	1.565809e+00	1.565809e+00
1.148187911038723e-05	1.380277e+00	1.380277e+00
1.151045053895849e-05	1.191421e+00	1.191421e+00
1.153902196752975e-05	9.992401e-01	9.992401e-01
1.156759339610101e-05	8.037355e-01	8.037355e-01
1.158378757391930e-05	6.917577e-01	6.917577e-01
1.159998175173760e-05	5.789722e-01	5.789722e-01
1.161617592955590e-05	4.653791e-01	4.653791e-01
1.163237010737420e-05	3.509784e-01	3.509784e-01
1.164856428519250e-05	2.357701e-01	2.357701e-01
1.166475846301079e-05	1.197542e-01	1.197542e-01
1.168095264082909e-05	2.930634e-03	2.930634e-03
1.168131117377852e-05	3.381585e-04	3.381585e-04
1.168135546518023e-05	2.070500e-05	2.070502e-05
1.168142427848164e-05	-4.509644e-04	-4.509644e-04
1.168149625400744e-05	-8.845826e-04	-8.845826e-04
1.168156791240670e-05	-1.246833e-03	-1.246833e-03
1.168156922550087e-05	-1.252359e-03	-1.252359e-03
1.168157185168920e-05	-1.262139e-03	-1.262139e-03
1.168158760881896e-05	-1.317613e-03	-1.317613e-03
1.168160861832516e-05	-1.385164e-03	-1.385164e-03
